word,definition,length
mun,"(V.) mamun ‘say farewell’, pamunan ‘obey’.",3
mundu,"(N.) earth, world.
kamundwan ‘earthly concerns, worldly things,
mundane matters’.",5
muning,"(N.) kitten, cat.",6
munisipiyu,(N.) town hall.,10
munta,"(V.) go.
minta; see punta, puntalan.",5
mura,"(D.) cheap, inexpensive.
(V.) cheapen, derogate palmuran.",4
muriq,(N.) eye secretions.,5
murit,(D./St.) crazy.,5
muton,"(N.) a stick used in the hand-to-hand combat/
sport called arnis.
141",5
mwaq,(V./St.) angry; see muaq.,4
na,"(Adjunct) now, already.
(Substitute: personal pronoun) ning-case ‘his/
hers’.",2
nabuq,"(V.) fall [root?] manabuq, menabuq.",5
naman,(Adjunct) response; see man.,5
nanaq,(N.) pus.,5
nanan,(V.) will do what? with something; see nanu.,5
nandin,(N./Q.) a while ago.,6
nandu,"(N.) male nickname, for Fernando.",5
nanu,"(N.) (interrogative substitute) ‘what’; see nang,
nanan.
pangnana(n) ‘what for’; nanuman ‘whatsoever’.
(Q.) makananu ‘how?’.
(V.) nananu, ninanu, numanu; nanan.",4
nang,"(Subs., Interrog., N.) ‘what’; alternate form of
nanung.",4
nangnang,"(V.) roast, barbecue.
inangnang, magnangnang, ningnang.
(N.) ningnang ‘barbecued food’.",8
napun,"(N.) yesterday.
na‘pusabe’ngi ‘night before last’.",5
nasaq,"(N.) hope.
(V.) magnasaq, pagnasaq; see asaqan.",5
nasiq,(N.) cooked (boiled) rice.,5
natad,(V.) escorted [see atad].,5
ne,"1. Substitute, portmanteau.
[na + ya].
2. a tag question, ‘is it not?’.",2
nedamu,"(Excl.) abbreviated form of a curse; taknedamu/
antakneng inda mu.",6
neng,"(CMP) specific variety of nang, ning.",4
nerbyus,"(St./D./V.) nervous.
minerbyusan.",7
nik,"(V.) [root?; qik?] climb up, go up stairs.
manik, menik, pa:manikan, ipanik, a:panik,
pa:manik, pe:manik, makapanik.",3
niknik,"(N.) a tiny insect, gnat?.",6
ninanu,(V.) what happened to (you)?; see nanu.,6
ninap,"(V.) dream [root?].
maninap, pa:ninapan, pe:ninapan, a:paninap.",5
ninu,(Question Substitute) ‘who?’.,4
ning,"1. CMP (possession, genitive).
2. alternate form: inyang ‘when’.
3. alternate form: ninu ‘who’.",4
no,"(Substitute: portmanteau pronoun) na (+ na) + la.
E no pepaluban Wallace. ‘Wallace wouldn’t let
them in’.",2
nukarin,"(Subs., interrog., location) ‘where’; see ante;
alternate form: nu:.
144",7
nugut,"(V.) [root?] makipagnugut ‘the whole funeral
ceremony’.",5
numanu,(V.) see nanu.,6
nomeru,(N.) number.,6
nunuq,"(N.) father, old man.",5
nung,"(Subcomb.) when, if; used with future, proposed,
tense-less verbs.",4
nya,"(Substitute: portmanteau pronoun) occurs in
imperatives, interrogatives and a few other
constructions.
Malyari nya. ‘Is it possible now?’; Alilan mu mya!
‘Change it now!’; Kabud nya mebating,… ‘As soon
as he was lost,…’.",3
nyaman,"(D.) manyaman ‘delicious’.
kanyaman, kasingnyaman.
(N.) kanyamanan.
(V.) ka:nyamanan, kenyanaman, paka-manyaman,
pamanyamanan.",6
nyan,See kanyan.,4
nyang,See inyang.,5
nga,"(V.) am saying, do say.
ngamu, ngaku, ngana, ngara; a:mu, a:ku, a:na,
a:ra.",3
ngan,"(N./Q.) all, everyone, everything.",4
ngeni,(Q./N.) now.,5
ngisngis,"(V.) show teeth, esp. upper teeth.
(N.) balangingis ‘a kind of bat which has
protruding teeth’.",8
ungut,(N.) coconut.,5
ngusuq,"(N.) upper lip.
(V.) nguswan ‘stick upper lip out at someone’.",6
obat,"(Q.) (interrogative substitute)
‘why?’; see ot, bakit.",4
oklak,"(D.) deaf; maklak.
Used in teasing names, as Susing Oklak.",5
ola,"(N.) irrigation gate, flood gate.",3
olen,(N.) marble (toy).,4
oneng,"(Subcomb.) but, except that.",5
opu,(N.) a tuber-type vegetable.,3
oras,"(N.) hour, time, the moment for.",4
oreni,"(Deictic substitute, plural) here they are.",5
oreta,"(Substitute, deictic, plural) there they are.",5
ornu,(N.) kiln.,4
oro,(N.) one of the suits of cards in monte.,3
ulsera,(N.) ulcer.,6
ospital,See qospita’l ‘hospital’.,7
ot,"(Q./Subs., Interrog.) why; see bakit, obat.",2
oyaq,"(N.) pot, formerly a container for sugar (in the
home-processing).",4
oyta,"(Subs., deictic, locative, plural) there (far) they
are.",4
pa,"1. (Adjunct) still, yet.
2. pa-banwa ‘the first year’; pabulan ‘the
first month’.
3. pa-a causative verbal prefix.
4. pa:- something used for… (~pan-).",2
pabalikan,(V.) return something; see ba’lik.,9
pabalu,"(V.) inform, be informed; see balu.",6
pabalut,(V.) have wrapped; see balut.,7
pabanglu,"(N.) perfume; see banglu, mabanglu.",8
pabendisyun,"(V.) have someone/thing blessed; see
bendisyun.",11
pabiblas,(V.) have someone dressed.,8
pabrika,(N.) factory.,7
pabu,(N.) turkey.,4
pabukalan,(V.) have something boiled.,9
paburen,"(V.) [special] permit, tolerate, neglect,
forget.
pepaburen, a:paburen.",7
pakabayu,"(N.) sawhorse, ironingboard; see kaba’yu.",8
pakabsyan,(V.) make one eat his fill; see absiq/qabsiq.,9
pakakalale,"(V.) be very careful; see kalale, alale.",10
pakanaq,"(N.) a kind of snare, trap.",7
pakanan,(V.) feed someone; see -kan.,7
pakbung,"(N.) pop-gun, device for exploding caps.
papakbung; see akbung.",7
pakde,"(D./ST.) startled awake.
mipakde.",5
paki,"1. (verb-forming prefix) reciprocal action
with a benefactive focus. Please do…for…
2. ala kang paki’. ‘It’s none of your business’
(from Tagalog: Wala kang paki-alam).",4
pakiqabayan,"(V.) humor someone; see abe, abay-.",11
pakiqalam,"(N.) business, concern.
(from Tagalog).",9
pakibat,"(N.) answer.
(V.) to answer someone; see ibat.",7
pakinabang,"(N.) 1. profit.
2. Holy Communion.",10
pakiramdaman,(V.) see damdam.,12
pakit,"(V.) show; see -kit.
Atin kung pa:kit keka. ‘I have something to
show you’; Pa:kit ke keka.
‘I’ll show it to you’.",5
pakliq,"(D.) crooked, bent at the end.
me:pakliq.",6
paklud,"(D.) mapaklud, mangapaklud ‘burst’.",6
pakpak,"(V.) papakpak ‘clap hands, flap (wings)’.
papakpakan ‘clap for someone’.
(N.) pakpak ‘wings’.",6
pakuq,"(N.) nail.
pipakwan ‘what one nails to’.
(V.) mamakuq ‘nail’.",5
pakwan,(N.) watermelon.,6
pakyapusan,(V.) imitate someone; see kyapus.,10
pader,(N.) a concrete wall.,5
padigalyu,"(N.) crossbraces between base and legs, as
in a papag.",9
pagal,"(D./St./V.) tired.
mapagal, pagalan, ma:gal.",5
pagawaq,"(V.) have something done, made.",7
paglapakan,(V.) [root: -lapak-?] break up.,10
paglasa,(N.) taste; see lasa.,7
pagmayumu,(N.) sugar-solution preservative.,9
pagnugut,"(V./N.) [root?-nugut?] makipagnugut ‘funeral
ceremony’.
mekipagnugut.",8
pago,(N.) shoulder.,4
pagupit,"(V.) get a haircut; see qurud, which is more
Kapampangan; gupit is a recent Tagalog
loan.
Bisa kang pa:gupit? ‘Do you want to have
your hair cut?’.",7
paqileksyun,"(V.) get an injection [used in some idiolects;
more commonly paqinyeksyun].",11
paqinabu,"(V.) fall down; see -nabuq.
E ka paqinabuq. ‘Don’t fall’.",8
paqinawa,(V.) rest yourself.,8
paqileksyun,(V.) get an injection.,11
paqintunan,(V.) look for someone; see manintun.,10
pala,(N.) shovel; –syn. tapil.,4
pala,"(Adjunct) [surprise; receipt of new
information].",4
palablab,"(V.) cause to blaze, flame up; see lablab.",8
palakaran,(V.) send someone on an errand; see lakad.,9
palakaya,"(N.) a fast-maturing variety of rice (used to
grow three crops in one year).",8
palako,(V.) send someone away; see lako’.,6
palakul,"(N.) hatchet.
(V.) palakulan ‘hack someone/thing.
pelakulan.",7
palad,"(N.) palm (of hand).
kapalaran ‘destiny, fate’.",5
palage,(N.) opinion; performance; see lagay-/lage.,6
palang,(N.) bolo.,6
palanggana,(N.) basin.,10
palapaq,(N.) fiber stripped from banana stalk.,7
palapat,"(N.) a tree which grows on river banks, has
roots which are large shoulder-like
protrusions at the base of the trunk;
produces a fruit called pu’ge.
152",7
plaisdan,(N.) fishpond.,8
palatito,"(N.) little plate, saucer; see plato.",8
palawe,"(V.) have something checked, looked at; see
lawe.",6
palawiq,"(N.) a place name: tete palawiq ‘Palawiq
Bridge’.",7
palayo,(N.) nickname.,6
palbug,"(V.) bleed out air (from a hose); see kalbug,
albug.",6
paldak,"(V.) kick. paldakan, pildak, pa:maldak,
pe:mal-dak.
(N.) pamaldakan.",6
paldas,"(V./N.?) lukas-paldas, wakas-paldas ‘the
putting on and taking off of mourning
clothes’.",6
paldu,"(V.) beat, strike, hit. palduan, pa:maldu,
pe:maldu.",5
pale,"(N.) rice (growing in the field). palayan ‘rice
field’.",4
palengki,"(N.) market.
(V.) mamalengki ‘shop, go marketing’.",8
paliq,"(N.) heat; ardor.
(D./V.) mapaliq ‘hot’, mepaliq, kapaliq,
mapapaliq, mikakapaliq, mi-yaliq, ipaliq
‘heat something’, pina-liq, pa:paliq ‘have
something heated’, a:paliq, a:papaliq, palian.",5
paliq,"(V./N.) drops of urine; bedwetter; a person
who has to urinate frequently; see qiq.",5
palikeru,"(N.) playboy.
153",8
palid,(N.) dirt which rubs off one’s body.,5
palikas,(V.) have something exchanged; see likas.,7
paligiq,(N.) ditch with water.,7
palipasoras,"(N.) pastime, something to kill time; see
pamatad-oras.
(V.) magpalipas-oras.",11
palipit,"(D./V./St.) twisted.
Mangapalipit ku dilaq. ‘I get tongue-tied’.",7
palis,"(N.) broom; see tingting, tingbu. talapamalis
‘janitor’.
(V.) palisan ‘sweep something’.",5
palung,(N.) cock’s -comb.,6
palsisingan,(N.) ring-finger.,11
paltikus,"(N.) a type of banana; sweet, and similar to
the bulungan type.",8
paltuk,"(V.) konk someone on the head, raise a lump.
papaltuk, pepaltuk; pepamaltukan ‘crack
something, make it pop’.",6
paluwalan,(V.) send…out.,9
palub,(V.) put something inside.,5
paludpud,"(N.) paludpud-kwayan ‘a fibrous material at
the base of a bamboo’.",8
palupaluq,"(N.) beater (used in washing clothes).
(V.) papalupaluwan ‘beat on something’.",9
palut,"(V.) harvest.
ma:lut, papalut, memalut, minalut.
(N.) palu’tan, pipalutan.",5
palyu,(V.) papalyu ‘misfire (engine)’.,5
pamakarine,"(V.) shame someone; see di’ne, -ri’ne.",10
pamakiqabe,"(N.) the ability to get along, make friends;
see abe, abay-.",10
pamaksi,See paksi’.,7
pamada,"(N.) pomade hair dressing; dabs of pomade
are also used at either end of a clothesline to
keep the ants off.",6
pamaduas,"(N.) catching pole (for frogs, fish).",8
pamagat,(N.) title (of a sarsuela).,7
pamamuri,"(N.) [root? buri?] praise, compliments,
greetings.",8
pamanan,See ma’na ‘inherit’.,7
pamanikan,"(N.) a stage in courtship when the suitor is
invited to visit with the girl in her house; see
-nik.",9
pamangatmuq,"(N.) the act of filling something; see katmuq,
mitmuq.",11
pamangan,(N.) something to eat; see -kan.,8
pamangawaq,(N.) the act of making; see gawaq.,10
pamaragul,"(V.) be made big; make something big; see
dagul.",9
pamarug,(N.) whipping; see barug.,7
pamaskas,"(N.) abrasive material.
pamaskas-plansa ‘dried banana leaves used
to burnish the working surface of an iron’.
155",8
pamatak,(N.) opinion; see palage.,7
pamepe,(N.) fan; see pepe.,6
pamialungan,(N.) toy; see pialung.,11
pamibiebie,(N.) way of life; see bie’.,10
pamilya,(N.) family.,7
paminta,(N.) pepper (black).,7
pamiru,"(N.) something done/used for a joke; see
biru.",6
pamisanmisan,"(Q.) off and on, irregularly, once in a while;
see misan.",12
pamisip,"(N.) mind, thoughts, conscience; see isip.
marok a pamisip ‘a bad conscience’.",7
pamitik,"(N.) a piece of the equipment used in using a
carabao to plow.",7
pampam,"(N.) prostitute.
Balang kayabe da deng amerikano, pampam,
ing buri yung sabian? ‘You mean to say that
every one who goes with Americans is a
prostitute?’.",6
pampangan,See pangpang.,9
pamuguq,(N.) a net; see puguq-.,7
pamunta,"(N.) the act of going; see munta, punta.",7
pamusniq,(N.) tool for opening; see busniq.,8
pamutut,(N.) tool for cutting; see putut.,7
pan,"(N.) bread.
pandesa’l 1. small hard rolls. 2. children’s
word for male child’s genitals.",3
panabud,(N.) a long knife.,7
panakdut,"(N.) a tool held between fingers and used to
cut the stalks of rice in harvesting, not used
in Bacolor area, said to be too slow, but said
to be used in the Tarlac area.",8
panigkas,"(V./N.) something used to irritate; grating
words.",8
panaliq,(N.) something to tie with; see taliq.,7
panamdam,(N.) feeling; see maramdaman.,8
pananan,(V.) cause something; see nanu.,7
panangab,(N.) firewood.,8
panapana,"(N.) arrow, spear; spines of fish.",8
panara,"(N.) putu’t-panara ‘a delicacy sold at small
stands near the church at the midnight mass
of Christmas’.",6
panas,"(N.) ant.
panas-jip, panas-koce ‘jack (tool for raising a
vehicle)’.
(V.) papanasan ‘get covered or infested with
ants’.",5
panataq,"(N.) promise, vow; see manataq.",7
panahun,"(N.) time, season, climate; also used of rice
variety which takes 6 months to mature.",7
panayan,(V.) wait for someone; see manaya.,7
pandak,"(D.) short of stature.
157",6
pande,(N.) blacksmith. (Panday Pira),5
pandiga,(N.) a type of song.,7
pane,(Q.) always.,4
panikiq,"(N.) a bat, the largest variety.",7
paninap,(N.) dream (?thing dreamt?); see -ninap.,7
panintun,(V.) look for; see intun.,8
paninga,(N.) toothpick; see tinga.,7
panisnis,(N.) something to tease (hair) with.,8
pansariliq,"(N.) something for oneself; see sariliq, diliq.",10
pansing,(V.) pansingan ‘notice something’.,7
pansit,"(N.) a noodle dish.
pansit luglug, pansit gisadu, pansit tagalog;
pansitpansitan ‘a kind of seaweed or
underwater grass’.",6
pantalon,(N.) pants.,8
pantalya,(N.) a type of lamp.,8
pantat,"(N.) a kind of fish, like ituq.",6
pantiq,(N.) marker of underwater traps.,6
pantug,(N.) bladder.,6
panuksuwan,(V.) tease someone; see tuksuq.,10
panulu,(N.) medicine; see ulu.,6
panupaya,"(V.) forgive, tolerate.
(N.) kapanupayan ‘apology, pardon’.",8
panyalak,"(N.) sieve, strainer; see salak.",8
panyamento,(N.) a kind of soil (used for making cement?).,10
panyukaq,(N.) thing vomited; see sukaq.,8
panyuksuk,(N.) thorns; see suksuk.,9
panyungkit,"(N.) tool for hooking (fruits) down from
trees; see sungkit.",10
pang,"(Comb., subordination) when, should such
be the case.
Pang ating kukutang keka, nanung pakibat
mu? ‘Should someone question you, what
will you answer?’.",4
panga,(N.) jaw.,5
pangadiq,(N.) prayer; see mangadiq.,8
pangaduwaq,"(N.) second, as second-born child.",10
pangaduwan,(V.) hand something to someone; see aduan.,10
pangalat,(V.) scatter something; see kalat.,8
pangalimbag,(N.) printing; edition; see limbag.,11
pangane,"(N.) first-born child. (pang-adua,
pang-atlu,…)",7
panganib,"(N.) danger.
kapanganiban.",8
pangaskas,"(N.) a brush, made of banana leaves tied to a
long stick, used for brushing fat onto a
roasting pig.",9
pangatawanan,(N.) adultery; see katawan.,12
pangasabi,(N.) thing said; see sabi.,9
pangkili,(N.) a by-product of sugar milling.,8
pangnanu,(Q./N.) what (is something) for.,8
pangpang,"(N.) river bank(s).
pangpangan/pampangan; kapampangan
‘Kapampangan people, Kapampangan
language’.
(D./V.) kinapampangan, kinakapampangan
‘made into or translated into Kapampangan’.",8
panguluq,"(N.) a place name, a “far barrio” of Bacolor,
towards the mountains– remembered in
Cabalantian as the location of a U.S. Army
motor pool and repair place during the war.",8
paunakan,"(N.) niece, nephew.",8
pangutang,(N.) question; see kutang.,9
papaq,"(D./St.) cramped, paralyzed.
mapapaq, mepapaq, mapapapaq.",5
papakan,"(N.) food, meal; see -kan, pakanan.",7
papakbung,"(N.) noisemaker, popgun; see akbung,
pakbung.",9
papag,"(N.) 1. bamboo-slat platform used for
sleeping, eating, and just sitting around
talking.
2. a place where people congregate to talk.",5
palino,"(V.) make something clear; see -lino, malino.",6
papayaq,"(N.) a fruit; more commonly, kapayaq.",7
papil,"(N.) paper, a sheet of paper.",5
papitnaq,"(V.) cut in half; see kapitnaq, pitnaq.",8
papuntukan,"(V.) have carried on another’s. head; see
buntuk, puntukan.",10
papusanan,"(V.) help someone load something on his
shoulder; see pusanan.",9
paputut,(V.) have something cut; see putut.,7
para,"(V.) stop; put on the brakes.
[usually used as a command].",4
para,"(Preposition) on behalf of, for the sake of/
purpose of.",4
parada,"(N.) parking place.
paradaan ‘station’.
(V.) alang paparada ‘No parking’.
(D./St.) makaparada ‘parked’.",6
paradadas,(N.) a special-quality pan-de-sal.,9
paradul,(N.) cabinet (Sp. aparador).,7
paradays,"(N.) Paradise, name of a cabaret in San
Fernando.",8
parala,"(V.) send, have brought; see dala, iparela.",6
paralaya,"(N.) the East, the place where the sun rises;
see saslag, aslagan.",8
paralis,(D.) maparalis ‘accidental’.,7
paralisis,"(N.) paralysis.
(N./D.) paralitiku ‘a paralyzed person’.",9
paraman,(V.) see dam-.,7
parapareu,(D.) similar; see pareu.,9
paras,"(D.) maparas ‘hot, spicy, sharp-tasting’.",5
parati,"(Q.) always, all the time.",6
paratut,"(D.) haughty, proud.",7
pardegonis,"(N.) BBs, the ammunition for
baril-pardegonis ‘air rifle’.",10
pare,"(N.) a term of address, abbreviated form of
kumpare ‘co-father’ (a fictive kin term).",4
pariq,"(N.) priest.
(V.) magpariq ‘be a priest, become a priest’.",5
parit,(N.) a teasing nickname given to a male.,5
paritan,(N.) a kitchen lamp (“deep Kap.”).,7
paro,"(N.) shrimp.
(V.) magparoparo ‘curl up like a shrimp’.",4
parobaq,"(N.) west, the area where fields are (in
Cabalantian).",7
parteparte,"(N.) division, section; see parti’.",10
parti,"(V.) divide.
(N.) partian ‘a sharing system in tenancy
(70–30)’",5
parul,(N.) Christmas lantern.,5
parusparus,(N.) a small (nickle-size) white seashell.,10
pasaq,"(N.) a hard lump in flesh, caused by a sharp
blow.",5
pasakup,"(V.) put a limit on; see sa’kup.
162",7
pasadas,"(V.) mamasadas ‘carry passengers’.
memasadas.",7
pasahe,"(N.) fare, voyage.
pamasayi ‘money for fare’.",6
pasalamat,"(V.) give thanks, thank; see salamat.",9
pasalwan,(V.) sell something; see saliq.,8
pasamano,(N.) window sill.,8
pasariq,(V.) ordered.,7
pasayerus,"(N.) passengers.
(V.) mamasayerus ‘carry passengers’",9
pasbul,"(N.) door, gate.",6
pasku,(N.) Christmas.,5
pasensya,"(N.) patience, tolerance kapagpasensyan.
(V.) pagpasensyan ‘have patience with’.",8
